season,source,week,team,source_team_name,opponent,source_opponent_name,H,AB,R,HR,RBI,BB,SO,TB,AVG,NSB,IP,W,L,K,ERA,WHIP,QS,BSV,SVH,official_score_for,official_score_against,phase,round,tiebreak_winner,tiebreak_note
2024,yahoo,2,John's Super Team,John's Super Team,Me So Heorny,Me so Hoerny,90,324,55,13,54,30,88,160,0.278,1,65.0,5,2,67,3.88,1.2,3,0,7,12,3,regular,,,
2024,yahoo,2,Mactown MacDaddies,Mactown MacDaddies,Goodyear Gila Monsters,Goodyear Gila Monsters,67,310,35,10,31,35,78,111,0.216,3,37.0,2,5,31,7.3,1.73,2,1,5,3,12,regular,,,
2024,yahoo,2,Me So Heorny,Me so Hoerny,John's Super Team,John's Super Team,78,300,33,10,48,33,74,127,0.26,0,97.1,2,13,100,4.9,1.39,3,1,2,3,12,regular,,,
2024,yahoo,2,This Is Mizerable,I have a Bohmer,Dixon Cider,Dixon Cider,75,320,36,11,41,31,73,121,0.234,4,57.0,2,4,58,4.42,1.32,3,1,6,3,12,regular,,,
2024,yahoo,2,You Don't Know Bo,You Don't Kno Bo,BB's Bold Team,BB's Bold Team,75,300,38,8,39,35,79,119,0.25,5,64.0,7,3,71,2.95,1.03,6,1,2,8,7,regular,,,
2024,yahoo,3,BB's Bold Team,BB's Bold Team,BTA Boyz,The Lonely Bin,78,312,43,7,39,30,77,116,0.25,0,70.0,4,4,76,3.34,1.21,7,0,5,12,4,regular,,,
2024,yahoo,3,BTA Boyz,The Lonely Bin,BB's Bold Team,BB's Bold Team,60,262,36,8,28,28,68,95,0.229,4,29.0,2,1,30,3.72,1.28,1,1,2,4,12,regular,,,
2024,yahoo,3,Dixon Cider,Dixon Cider,Mactown MacDaddies,Mactown MacDaddies,87,316,44,10,41,29,62,135,0.275,11,46.1,5,3,52,3.88,1.12,4,2,2,9,6,regular,,,
2024,yahoo,3,Goodyear Gila Monsters,Goodyear Gila Monsters,Gunnarrhea,Gunnarrhea,74,289,48,7,34,48,59,112,0.256,4,94.0,6,2,89,2.87,1.15,6,1,6,7,7,regular,,,
2024,yahoo,3,Gunnarrhea,Gunnarrhea,Goodyear Gila Monsters,Goodyear Gila Monsters,76,291,46,11,38,32,76,123,0.261,9,84.1,5,3,97,2.99,1.16,6,0,6,7,7,regular,,,
2024,yahoo,3,John's Super Team,John's Super Team,This Is Mizerable,I have a Bohmer,83,306,41,12,45,27,69,137,0.271,7,48.0,6,3,43,3.38,1.17,4,2,4,8,6,regular,,,
2024,yahoo,3,Mactown MacDaddies,Mactown MacDaddies,Dixon Cider,Dixon Cider,59,269,32,6,44,37,62,91,0.219,2,61.0,4,4,54,3.69,1.3,3,0,3,6,9,regular,,,
2024,yahoo,3,Me So Heorny,Me so Hoerny,You Don't Know Bo,You Don't Kno Bo,86,312,48,10,42,41,63,140,0.276,6,75.2,3,4,72,3.57,1.11,8,2,1,9,6,regular,,,
2024,yahoo,3,This Is Mizerable,I have a Bohmer,John's Super Team,John's Super Team,62,285,29,6,34,32,68,93,0.218,7,53.0,5,2,45,3.74,1.26,5,2,5,6,8,regular,,,
2024,yahoo,3,You Don't Know Bo,You Don't Kno Bo,Me So Heorny,Me so Hoerny,53,282,29,4,20,28,92,72,0.188,4,64.2,5,2,56,1.67,0.96,8,0,5,6,9,regular,,,
2024,yahoo,4,BB's Bold Team,BB's Bold Team,Gunnarrhea,Gunnarrhea,75,285,38,15,44,25,64,134,0.263,2,52.0,2,3,53,5.54,1.54,2,0,4,5,10,regular,,,
2024,yahoo,4,BTA Boyz,The Lonely Bin,Me So Heorny,Me so Hoerny,68,268,41,13,34,31,57,121,0.254,7,33.1,2,3,31,4.32,1.17,0,0,3,5,10,regular,,,
2024,yahoo,4,Dixon Cider,Dixon Cider,Goodyear Gila Monsters,Goodyear Gila Monsters,62,289,35,12,43,30,82,113,0.215,5,65.2,4,2,66,2.33,1.11,5,0,4,6,9,regular,,,
2024,yahoo,4,Goodyear Gila Monsters,Goodyear Gila Monsters,Dixon Cider,Dixon Cider,76,304,34,7,32,32,74,112,0.25,13,87.0,7,4,85,2.38,0.98,10,0,6,9,6,regular,,,
2024,yahoo,4,Gunnarrhea,Gunnarrhea,BB's Bold Team,BB's Bold Team,92,332,60,13,35,24,67,153,0.277,7,92.1,6,5,96,3.31,1,8,0,5,10,5,regular,,,
2024,yahoo,4,John's Super Team,John's Super Team,Mactown MacDaddies,Mactown MacDaddies,61,287,31,6,26,28,78,93,0.213,6,46.0,2,3,43,3.33,1.22,4,2,5,6,10,regular,,,
2024,yahoo,4,Mactown MacDaddies,Mactown MacDaddies,John's Super Team,John's Super Team,69,293,36,13,43,37,80,122,0.235,1,56.0,3,5,53,4.66,1.36,3,0,8,10,6,regular,,,
2024,yahoo,4,Me So Heorny,Me so Hoerny,BTA Boyz,The Lonely Bin,85,316,47,8,35,28,69,127,0.269,8,96.2,5,6,100,3.82,1.24,5,0,4,10,5,regular,,,
2024,yahoo,4,This Is Mizerable,I have a Bohmer,You Don't Know Bo,You Don't Kno Bo,89,317,40,9,39,18,56,136,0.281,4,59.0,4,3,56,5.49,1.41,3,3,2,8,7,regular,,,
2024,yahoo,4,You Don't Know Bo,You Don't Kno Bo,This Is Mizerable,I have a Bohmer,64,291,27,5,29,20,73,97,0.22,3,54.2,6,1,65,3.79,1.24,2,1,2,7,8,regular,,,
2024,yahoo,5,BB's Bold Team,BB's Bold Team,Goodyear Gila Monsters,Goodyear Gila Monsters,61,278,24,8,29,21,63,97,0.219,3,52.2,4,2,59,3.59,0.99,5,1,6,4,12,regular,,,
2024,yahoo,5,BTA Boyz,The Lonely Bin,This Is Mizerable,I have a Bohmer,68,270,33,9,33,28,65,111,0.252,6,41.2,4,1,40,3.46,1.2,3,0,4,9,6,regular,,,
2024,yahoo,5,Dixon Cider,Dixon Cider,John's Super Team,John's Super Team,63,302,29,11,34,28,89,109,0.209,6,53.2,5,1,65,1.34,0.65,6,1,4,8,7,regular,,,
2024,yahoo,5,Goodyear Gila Monsters,Goodyear Gila Monsters,BB's Bold Team,BB's Bold Team,82,302,45,11,43,30,60,145,0.272,5,73.2,3,6,85,3.54,1.17,6,0,3,12,4,regular,,,
2024,yahoo,5,Gunnarrhea,Gunnarrhea,Me So Heorny,Me so Hoerny,79,306,36,8,37,18,89,115,0.258,9,74.2,7,5,66,4.22,1.3,6,1,2,4,10,regular,,,
2024,yahoo,5,John's Super Team,John's Super Team,Dixon Cider,Dixon Cider,74,314,40,9,44,21,69,123,0.236,7,40.1,3,3,33,3.57,1.19,4,0,4,7,8,regular,,,
2024,yahoo,5,Mactown MacDaddies,Mactown MacDaddies,You Don't Know Bo,You Don't Kno Bo,64,275,42,8,37,43,62,111,0.233,7,67.0,4,4,55,3.22,1,5,0,4,14,2,regular,,,
2024,yahoo,5,Me So Heorny,Me so Hoerny,Gunnarrhea,Gunnarrhea,68,305,31,12,39,44,87,116,0.223,5,101.1,4,5,100,3.73,1.22,7,1,3,10,4,regular,,,
2024,yahoo,5,This Is Mizerable,I have a Bohmer,BTA Boyz,The Lonely Bin,74,272,40,5,25,28,77,104,0.272,7,44.0,3,3,51,2.86,1.25,1,1,6,6,9,regular,,,
2024,yahoo,5,You Don't Know Bo,You Don't Kno Bo,Mactown MacDaddies,Mactown MacDaddies,35,262,17,1,18,23,63,49,0.134,1,60.2,5,5,74,4.15,1.1,4,2,2,2,14,regular,,,
2024,yahoo,6,BB's Bold Team,BB's Bold Team,Me So Heorny,Me so Hoerny,63,281,33,17,47,31,69,128,0.224,5,64.0,8,4,53,2.25,1.03,6,0,6,8,6,regular,,,
2024,yahoo,6,BTA Boyz,The Lonely Bin,Mactown MacDaddies,Mactown MacDaddies,73,278,35,9,30,16,59,116,0.263,3,56.2,4,3,44,3.49,1.04,7,0,5,10,6,regular,,,
2024,yahoo,6,Dixon Cider,Dixon Cider,You Don't Know Bo,You Don't Kno Bo,72,287,40,15,50,28,75,139,0.251,4,77.0,2,8,67,3.62,1.16,7,1,2,10,5,regular,,,
2024,yahoo,6,Goodyear Gila Monsters,Goodyear Gila Monsters,John's Super Team,John's Super Team,77,293,47,16,44,22,60,143,0.263,11,67.2,5,4,60,3.46,1.2,8,0,5,9,5,regular,,,
2024,yahoo,6,Gunnarrhea,Gunnarrhea,This Is Mizerable,I have a Bohmer,53,260,25,5,17,32,67,79,0.204,2,91.1,5,2,114,2.46,0.94,6,0,4,8,8,regular,,,
2024,yahoo,6,John's Super Team,John's Super Team,Goodyear Gila Monsters,Goodyear Gila Monsters,72,285,44,11,38,26,64,115,0.253,3,44.2,5,2,46,3.22,0.9,4,0,7,5,9,regular,,,
2024,yahoo,6,Mactown MacDaddies,Mactown MacDaddies,BTA Boyz,The Lonely Bin,62,266,39,11,38,28,70,114,0.233,5,41.2,2,1,41,6.26,1.68,3,2,2,6,10,regular,,,
2024,yahoo,6,Me So Heorny,Me so Hoerny,BB's Bold Team,BB's Bold Team,89,305,34,10,46,31,62,141,0.292,3,127.0,4,8,114,4.11,1.29,9,0,2,6,8,regular,,,
2024,yahoo,6,This Is Mizerable,I have a Bohmer,Gunnarrhea,Gunnarrhea,89,300,39,10,43,25,53,140,0.297,6,75.0,7,5,69,3.96,1.51,5,2,3,8,8,regular,,,
2024,yahoo,6,You Don't Know Bo,You Don't Kno Bo,Dixon Cider,Dixon Cider,50,276,22,6,24,22,65,77,0.181,-1,69.0,6,3,72,4.3,1.17,5,1,3,5,10,regular,,,
2024,yahoo,7,BB's Bold Team,BB's Bold Team,This Is Mizerable,I have a Bohmer,83,323,44,14,44,22,82,145,0.257,3,60.0,7,3,82,4.95,1.28,4,2,6,6,8,regular,,,
2024,yahoo,7,BTA Boyz,The Lonely Bin,Dixon Cider,Dixon Cider,56,261,22,6,31,21,62,90,0.215,3,48.2,4,3,52,2.59,1.03,5,0,2,2,12,regular,,,
2024,yahoo,7,Dixon Cider,Dixon Cider,BTA Boyz,The Lonely Bin,68,295,37,10,33,23,67,119,0.231,5,76.1,4,1,85,1.65,0.81,8,0,12,12,2,regular,,,
2024,yahoo,7,Goodyear Gila Monsters,Goodyear Gila Monsters,Me So Heorny,Me so Hoerny,70,290,44,7,32,35,78,112,0.241,10,83.1,5,6,77,2.59,1.13,6,2,7,7,9,regular,,,
2024,yahoo,7,Gunnarrhea,Gunnarrhea,Mactown MacDaddies,Mactown MacDaddies,70,293,43,15,35,29,72,128,0.239,4,90.2,7,8,88,3.87,1.08,6,2,6,6,10,regular,,,
2024,yahoo,7,John's Super Team,John's Super Team,You Don't Know Bo,You Don't Kno Bo,63,306,36,8,30,28,70,103,0.206,0,49.0,3,1,48,1.47,1.06,5,0,12,12,2,regular,,,
2024,yahoo,7,Mactown MacDaddies,Mactown MacDaddies,Gunnarrhea,Gunnarrhea,86,288,54,9,43,52,50,134,0.299,7,57.1,1,6,50,5.49,1.57,2,0,10,10,6,regular,,,
2024,yahoo,7,Me So Heorny,Me so Hoerny,Goodyear Gila Monsters,Goodyear Gila Monsters,76,290,34,13,36,25,74,134,0.262,0,119.2,6,10,107,4.06,1.3,7,1,9,9,7,regular,,,
2024,yahoo,7,This Is Mizerable,I have a Bohmer,BB's Bold Team,BB's Bold Team,88,324,43,12,48,25,78,143,0.272,3,66.0,6,3,48,2.86,0.97,3,1,8,8,6,regular,,,
2024,yahoo,7,You Don't Know Bo,You Don't Kno Bo,John's Super Team,John's Super Team,68,276,34,7,26,26,71,101,0.246,2,44.0,3,3,45,4.3,1.43,3,0,2,2,12,regular,,,
2024,yahoo,8,BB's Bold Team,BB's Bold Team,Mactown MacDaddies,Mactown MacDaddies,67,284,25,10,37,30,64,108,0.236,4,72.0,5,4,79,2.88,1.04,3,1,6,6,10,regular,,,
2024,yahoo,8,BTA Boyz,The Lonely Bin,John's Super Team,John's Super Team,79,282,53,14,31,24,55,150,0.28,3,31.1,0,4,25,5.17,1.4,2,0,8,8,7,regular,,,
2024,yahoo,8,Dixon Cider,Dixon Cider,Gunnarrhea,Gunnarrhea,76,312,47,18,51,27,92,153,0.244,6,58.1,2,7,62,5.55,1.46,3,1,6,6,10,regular,,,
2024,yahoo,8,Goodyear Gila Monsters,Goodyear Gila Monsters,You Don't Know Bo,You Don't Kno Bo,90,355,54,20,52,34,93,174,0.254,5,86.1,4,5,72,2.71,1.11,9,1,10,10,4,regular,,,
2024,yahoo,8,Gunnarrhea,Gunnarrhea,Dixon Cider,Dixon Cider,67,304,38,11,39,40,71,112,0.22,7,91.2,9,3,91,3.04,0.97,10,2,10,10,6,regular,,,
2024,yahoo,8,John's Super Team,John's Super Team,BTA Boyz,The Lonely Bin,58,294,43,12,37,23,76,113,0.197,2,58.1,2,4,67,3.86,1.3,3,1,7,7,8,regular,,,
2024,yahoo,8,Mactown MacDaddies,Mactown MacDaddies,BB's Bold Team,BB's Bold Team,67,256,42,16,49,23,57,127,0.262,1,54.1,4,1,45,2.98,1.47,4,0,10,10,6,regular,,,
2024,yahoo,8,Me So Heorny,Me so Hoerny,This Is Mizerable,I have a Bohmer,62,309,32,12,33,30,76,111,0.201,2,106.1,7,10,108,4.74,1.31,6,1,8,8,8,regular,,,
2024,yahoo,8,This Is Mizerable,I have a Bohmer,Me So Heorny,Me so Hoerny,82,312,41,6,39,29,47,125,0.263,7,68.0,3,2,63,3.97,1.32,5,2,8,8,8,regular,,,
2024,yahoo,8,You Don't Know Bo,You Don't Kno Bo,Goodyear Gila Monsters,Goodyear Gila Monsters,84,310,36,11,48,15,71,134,0.271,5,58.0,4,4,59,5.43,1.34,3,0,4,4,10,regular,,,
2024,yahoo,9,BB's Bold Team,BB's Bold Team,Dixon Cider,Dixon Cider,69,298,32,9,44,30,74,112,0.232,5,31.2,3,2,39,4.83,1.45,2,1,4,4,10,regular,,,
2024,yahoo,9,BTA Boyz,The Lonely Bin,You Don't Know Bo,You Don't Kno Bo,60,273,33,3,29,20,62,92,0.22,2,39.0,3,2,41,2.08,0.87,5,1,7,7,6,regular,,,
2024,yahoo,9,Dixon Cider,Dixon Cider,BB's Bold Team,BB's Bold Team,82,298,43,13,44,24,73,138,0.275,2,82.0,4,6,85,4.5,1.24,3,1,10,10,4,regular,,,
2024,yahoo,9,Goodyear Gila Monsters,Goodyear Gila Monsters,This Is Mizerable,I have a Bohmer,90,332,48,11,37,29,88,139,0.271,3,75.1,7,4,74,2.99,1.08,7,1,10,10,5,regular,,,
2024,yahoo,9,Gunnarrhea,Gunnarrhea,John's Super Team,John's Super Team,73,286,41,10,33,37,67,126,0.255,1,90.0,5,1,97,3.4,1.06,7,0,4,9,4,regular,,,
2024,yahoo,9,John's Super Team,John's Super Team,Gunnarrhea,Gunnarrhea,68,279,43,10,44,30,82,115,0.244,4,59.0,4,3,62,2.44,1.08,4,0,4,4,9,regular,,,
2024,yahoo,9,Mactown MacDaddies,Mactown MacDaddies,Me So Heorny,Me so Hoerny,69,253,34,12,36,31,63,121,0.273,6,44.1,3,2,44,4.87,1.56,2,0,7,7,7,regular,,,
2024,yahoo,9,Me So Heorny,Me so Hoerny,Mactown MacDaddies,Mactown MacDaddies,79,331,43,11,38,31,73,130,0.239,1,92.1,1,4,107,2.92,1.17,7,1,7,7,7,regular,,,
2024,yahoo,9,This Is Mizerable,I have a Bohmer,Goodyear Gila Monsters,Goodyear Gila Monsters,79,326,41,10,42,29,80,129,0.242,1,62.0,3,3,53,4.35,1.45,4,0,5,5,10,regular,,,
2024,yahoo,9,You Don't Know Bo,You Don't Kno Bo,BTA Boyz,The Lonely Bin,64,277,38,9,27,25,81,103,0.231,0,48.0,3,3,52,4.31,1.31,3,1,6,6,7,regular,,,
2024,yahoo,10,BB's Bold Team,BB's Bold Team,John's Super Team,John's Super Team,85,313,38,13,42,21,71,152,0.272,8,39.2,3,1,38,2.72,1.01,3,0,2,10,4,regular,,,
2024,yahoo,10,BTA Boyz,The Lonely Bin,Goodyear Gila Monsters,Goodyear Gila Monsters,71,266,38,13,46,14,65,130,0.267,4,28.0,4,1,30,3.86,1.11,1,0,2,3,12,regular,,,
2024,yahoo,10,Dixon Cider,Dixon Cider,Me So Heorny,Me so Hoerny,89,323,57,14,50,33,71,153,0.276,8,79.0,7,2,78,3.76,1.19,6,0,5,12,1,regular,,,
2024,yahoo,10,Goodyear Gila Monsters,Goodyear Gila Monsters,BTA Boyz,The Lonely Bin,92,328,54,19,50,31,73,171,0.28,6,75.0,7,4,87,3.84,1.21,8,0,3,12,3,regular,,,
2024,yahoo,10,Gunnarrhea,Gunnarrhea,You Don't Know Bo,You Don't Kno Bo,61,284,37,10,37,30,69,103,0.215,3,62.1,5,5,73,2.6,0.79,6,0,4,9,6,regular,,,
2024,yahoo,10,John's Super Team,John's Super Team,BB's Bold Team,BB's Bold Team,64,270,33,10,36,29,73,104,0.237,7,48.0,5,3,39,2.81,1.15,3,0,5,4,10,regular,,,
2024,yahoo,10,Mactown MacDaddies,Mactown MacDaddies,This Is Mizerable,I have a Bohmer,60,262,30,5,22,33,62,91,0.229,6,49.0,1,3,53,5.33,1.37,2,1,6,4,11,regular,,,
2024,yahoo,10,Me So Heorny,Me so Hoerny,Dixon Cider,Dixon Cider,68,318,40,10,34,33,78,114,0.214,8,98.1,5,7,101,5.22,1.21,5,0,1,1,12,regular,,,
2024,yahoo,10,This Is Mizerable,I have a Bohmer,Mactown MacDaddies,Mactown MacDaddies,74,276,40,11,38,26,58,123,0.268,4,54.0,5,6,62,5.17,1.22,4,3,6,11,4,regular,,,
2024,yahoo,10,You Don't Know Bo,You Don't Kno Bo,Gunnarrhea,Gunnarrhea,73,285,44,10,38,22,60,123,0.256,5,39.2,0,6,32,7.94,1.61,0,1,1,6,9,regular,,,
2024,yahoo,11,BB's Bold Team,BB's Bold Team,You Don't Know Bo,You Don't Kno Bo,70,317,34,6,33,32,73,104,0.221,12,45.2,5,3,48,4.14,1.27,3,1,6,10,4,regular,,,
2024,yahoo,11,BTA Boyz,The Lonely Bin,Gunnarrhea,Gunnarrhea,61,287,46,11,23,23,70,104,0.213,5,31.2,2,3,27,4.83,1.39,1,1,3,4,11,regular,,,
2024,yahoo,11,Dixon Cider,Dixon Cider,This Is Mizerable,I have a Bohmer,77,297,53,21,57,25,58,159,0.259,6,80.1,4,7,77,3.92,1.28,7,1,3,8,8,regular,,,
2024,yahoo,11,Goodyear Gila Monsters,Goodyear Gila Monsters,Mactown MacDaddies,Mactown MacDaddies,104,338,44,15,57,29,72,177,0.308,3,67.1,6,3,66,4.14,1.14,7,0,3,11,4,regular,,,
2024,yahoo,11,Gunnarrhea,Gunnarrhea,BTA Boyz,The Lonely Bin,71,279,47,10,35,35,63,116,0.254,9,73.2,5,5,87,5.74,1.44,4,0,3,11,4,regular,,,
2024,yahoo,11,John's Super Team,John's Super Team,Me So Heorny,Me so Hoerny,84,278,48,15,54,37,56,142,0.302,6,63.0,7,1,54,2.43,1.03,6,0,4,13,2,regular,,,
2024,yahoo,11,Mactown MacDaddies,Mactown MacDaddies,Goodyear Gila Monsters,Goodyear Gila Monsters,67,266,34,9,34,26,58,111,0.252,5,55.2,3,4,51,3.07,1.35,3,0,8,4,11,regular,,,
2024,yahoo,11,Me So Heorny,Me so Hoerny,John's Super Team,John's Super Team,81,321,40,14,42,23,83,139,0.252,9,81.1,5,5,71,3.43,1.23,6,2,3,2,13,regular,,,
2024,yahoo,11,This Is Mizerable,I have a Bohmer,Dixon Cider,Dixon Cider,62,289,28,5,33,32,61,91,0.215,9,68.2,5,3,60,2.88,1.17,3,0,6,8,8,regular,,,
2024,yahoo,11,You Don't Know Bo,You Don't Kno Bo,BB's Bold Team,BB's Bold Team,57,271,27,7,22,13,69,90,0.21,3,56.0,5,5,52,5.14,1.29,4,1,3,4,10,regular,,,
2024,yahoo,12,BB's Bold Team,BB's Bold Team,BTA Boyz,The Lonely Bin,95,308,50,15,55,25,67,163,0.308,4,50.0,4,4,39,3.24,1.04,5,2,2,7,8,regular,,,
2024,yahoo,12,BTA Boyz,The Lonely Bin,BB's Bold Team,BB's Bold Team,63,253,40,7,32,15,61,104,0.249,4,59.0,5,2,56,2.59,1.05,6,0,5,8,7,regular,,,
2024,yahoo,12,Dixon Cider,Dixon Cider,Mactown MacDaddies,Mactown MacDaddies,92,312,55,25,63,32,73,185,0.295,5,73.0,6,5,58,4.93,1.36,6,0,3,10,6,regular,,,
2024,yahoo,12,Goodyear Gila Monsters,Goodyear Gila Monsters,Gunnarrhea,Gunnarrhea,79,332,43,19,49,22,83,150,0.238,4,75.2,3,5,74,3.21,1.24,5,0,4,6,10,regular,,,
2024,yahoo,12,Gunnarrhea,Gunnarrhea,Goodyear Gila Monsters,Goodyear Gila Monsters,81,310,41,12,36,29,84,136,0.261,5,69.0,5,2,87,3.13,1.01,7,1,6,10,6,regular,,,
2024,yahoo,12,John's Super Team,John's Super Team,This Is Mizerable,I have a Bohmer,83,296,56,14,43,30,65,149,0.28,0,49.2,3,6,40,6.16,1.33,1,3,5,8,7,regular,,,
2024,yahoo,12,Mactown MacDaddies,Mactown MacDaddies,Dixon Cider,Dixon Cider,83,280,46,17,49,27,62,152,0.296,4,44.1,3,2,34,2.03,1.06,3,1,8,6,10,regular,,,
2024,yahoo,12,Me So Heorny,Me so Hoerny,You Don't Know Bo,You Don't Kno Bo,84,326,39,13,35,27,86,138,0.258,5,74.2,4,6,64,4.94,1.35,6,0,5,7,6,regular,,,
2024,yahoo,12,This Is Mizerable,I have a Bohmer,John's Super Team,John's Super Team,87,303,39,10,42,24,66,142,0.287,6,47.1,3,4,50,5.32,1.37,2,2,3,7,8,regular,,,
2024,yahoo,12,You Don't Know Bo,You Don't Kno Bo,Me So Heorny,Me so Hoerny,56,251,25,8,19,13,60,94,0.223,6,61.1,5,1,64,2.64,0.93,6,0,2,6,7,regular,,,
2024,yahoo,13,BB's Bold Team,BB's Bold Team,Gunnarrhea,Gunnarrhea,84,332,34,10,47,24,85,135,0.253,6,41.2,3,2,49,2.16,1.01,2,0,2,5,10,regular,,,
2024,yahoo,13,BTA Boyz,The Lonely Bin,Me So Heorny,Me so Hoerny,61,256,26,6,24,18,63,92,0.238,2,40.2,3,3,43,5.31,1.4,2,0,2,4,11,regular,,,
2024,yahoo,13,Dixon Cider,Dixon Cider,Goodyear Gila Monsters,Goodyear Gila Monsters,72,285,53,18,52,43,76,147,0.253,5,70.0,2,5,74,3.86,1.2,6,1,2,8,5,regular,,,
2024,yahoo,13,Goodyear Gila Monsters,Goodyear Gila Monsters,Dixon Cider,Dixon Cider,100,355,60,12,51,31,86,168,0.282,5,64.0,3,3,52,4.22,1.22,5,1,2,5,8,regular,,,
2024,yahoo,13,Gunnarrhea,Gunnarrhea,BB's Bold Team,BB's Bold Team,95,310,56,19,54,27,76,180,0.306,5,95.1,7,5,103,4.15,1.12,7,0,1,10,5,regular,,,
2024,yahoo,13,John's Super Team,John's Super Team,Mactown MacDaddies,Mactown MacDaddies,77,299,52,14,44,38,58,129,0.258,4,63.0,5,1,51,2.43,0.98,6,0,10,12,2,regular,,,
2024,yahoo,13,Mactown MacDaddies,Mactown MacDaddies,John's Super Team,John's Super Team,76,292,29,10,44,24,72,128,0.26,3,59.0,1,6,54,5.95,1.54,3,0,9,2,12,regular,,,
2024,yahoo,13,Me So Heorny,Me so Hoerny,BTA Boyz,The Lonely Bin,75,329,40,12,36,42,92,121,0.228,4,74.0,2,3,71,4.01,1.3,5,1,5,11,4,regular,,,
2024,yahoo,13,This Is Mizerable,I have a Bohmer,You Don't Know Bo,You Don't Kno Bo,75,296,44,11,55,28,60,133,0.253,8,45.0,3,5,41,3.8,1.24,3,0,1,11,5,regular,,,
2024,yahoo,13,You Don't Know Bo,You Don't Kno Bo,This Is Mizerable,I have a Bohmer,62,252,34,7,26,20,63,107,0.246,3,42.1,2,2,54,3.4,1.2,5,1,0,5,11,regular,,,
2024,yahoo,14,BB's Bold Team,BB's Bold Team,Goodyear Gila Monsters,Goodyear Gila Monsters,81,295,38,13,43,31,53,131,0.275,9,46.1,3,4,49,3.88,1.17,3,1,5,4,10,regular,,,
2024,yahoo,14,BTA Boyz,The Lonely Bin,This Is Mizerable,I have a Bohmer,71,277,37,11,32,22,71,118,0.256,4,35.1,3,0,36,2.8,1.13,4,0,4,6,10,regular,,,
2024,yahoo,14,Dixon Cider,Dixon Cider,John's Super Team,John's Super Team,73,298,48,15,43,27,80,136,0.245,9,66.0,2,2,63,3.27,1.21,6,1,1,8,8,regular,,,
